comments,process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
"khub e koshto hailam, allah valo rahuk milon vai re",khub e koshto hailam allah valo rahuk milon vai re,khub e koshto hailam allah valo rahuk milon vai re,khub e koshto hailam allah valo rahuk milon vai re,4,1,1,0,0,2,Sad,Nonbullying
বাইনচোদ গিরির একটা সীমা থাকা উচিত,বাইনচোদ গিরির একটা সীমা থাকা উচিত,বাইনচোদ গিরির একটা সীমা থাকা উচিত,বাইনচোদ গিরির একটা সীমা থাকা উচিত,0,1,0,0,1,0,Aggressive,Bullying
ami magi chudbo,ami magi chudbo,ami magi chudbo,ami magi chudbo,0,1,0,0,1,0,Abusive,Bullying
আরে নডি মাগির জাত লাইভে এসে ছেলেকে ভালো করো ভরে দিতে পারেন নাই বলে চলে গেছে ,আরে নডি মাগির জাত লাইভে এসে ছেলেকে ভালো করো ভরে দিতে পারেন নাই বলে চলে গেছে ,আরে নডি মাগির জাত লাইভে এসে ছেলেকে ভালো করো ভরে দিতে পারেন নাই বলে চলে গেছে,আরে নডি মাগির জাত লাইভে এসে ছেলেকে ভালো করো ভরে দিতে পারেন নাই বলে চলে গেছে,0,1,0,0,2,1,Abusive,Bullying
kamer fande porechhe nasir.,kamer fande porechhe nasir,kamer fande porechhe nasir,kamer fande porechhe nasir,0,1,1,0,0,0,Aggressive,Bullying
বদমাইশ লোক একটা নাসির,বদমাইশ লোক একটা নাসির,বদমাইশ লোক একটা নাসির,বদমাইশ লোক একটা নাসির,2,1,0,0,1,0,Aggressive,Bullying
সাব্বাস ক্যাপ্টেন এগিয়ে যাও বাংলাদেশ আছে তোমার সাথে,সাব্বাস ক্যাপ্টেন এগিয়ে যাও বাংলাদেশ আছে তোমার সাথে,সাব্বাস ক্যাপ্টেন এগিয়ে যাও বাংলাদেশ আছে তোমার সাথে,সাব্বাস ক্যাপ্টেন এগিয়ে যাও বাংলাদেশ আছে তোমার সাথে,1,1,0,0,0,0,Normal_comment,Neutral
"এখন দেখি নিচ তলারও সাইজ বেশ বড় হয়ছে,,🙄🙄🙄🙄",এখন দেখি নিচ তলারও সাইজ বেশ বড় হয়ছে🙄🙄🙄🙄,এখন দেখি নিচ তলারও সাইজ বেশ বড় হয়ছে🙄🙄🙄🙄,এখন দেখি নিচ তলারও সাইজ বেশ বড় হয়ছে,13,1,2,4,0,0,Abusive,Bullying
Allah borosha kicho hobo nah vaiya apnr inshaallah ,allah borosha kicho hobo nah vaiya apnr inshaallah ,allah borosha kicho hobo nah vaiya apnr inshaallah,allah borosha kicho hobo nah vaiya apnr inshaallah,6,1,0,0,0,0,Supportive,Nonbullying
ai jonnoi to onner bow apnar ghore.,ai jonnoi to onner bow apnar ghore,ai jonnoi to onner bow apnar ghore,ai jonnoi to onner bow apnar ghore,25,1,1,0,0,0,Aggressive,Bullying
amra to chai na o come back koruk amader taka diye ora celebrity hoichey ar shai taka diye ora natok kore 😡😡😡,amra to chai na o come back koruk amader taka diye ora celebrity hoichey ar shai taka diye ora natok kore 😡😡😡,amra to chai na o come back koruk amader taka diye ora celebrity hoichey ar shai taka diye ora natok kore 😡😡😡,amra to chai na o come back koruk amader taka diye ora celebrity hoichey ar shai taka diye ora natok kore ,0,1,0,3,0,0,Supportive,Nonbullying
২টার চেহারা দেইখা আমার বাসার কাজের বুয়ার কথা মনে পড়ল,২টার চেহারা দেইখা আমার বাসার কাজের বুয়ার কথা মনে পড়ল,২টার চেহারা দেইখা আমার বাসার কাজের বুয়ার কথা মনে পড়ল,২টার চেহারা দেইখা আমার বাসার কাজের বুয়ার কথা মনে পড়ল,0,1,0,0,0,0,Abusive,Bullying
পরিমনি একটা নষ্ট মাল শালি হোগা মারা,পরিমনি একটা নষ্ট মাল শালি হোগা মারা,পরিমনি একটা নষ্ট মাল শালি হোগা মারা,পরিমনি একটা নষ্ট মাল শালি হোগা মারা,0,1,0,0,4,0,Abusive,Bullying
"ffbd is, 😂😂😂😂😂😂😂",ffbd is 😂😂😂😂😂😂😂,ffbd is 😂😂😂😂😂😂😂,ffbd is ,0,0,1,7,0,0,Meaningless,Neutral
filash di hadaihalaium ,filash di hadaihalaium ,filash di hadaihalaium,filash di hadaihalaium,0,1,0,0,1,0,Aggressive,Bullying
"কোপ খাওয়া জিনিস,  চেগাইয়া গেছে,,,, 🍌🍌🍌",কোপ খাওয়া জিনিস  চেগাইয়া গেছে 🍌🍌🍌,কোপ খাওয়া জিনিস  চেগাইয়া গেছে 🍌🍌🍌,কোপ খাওয়া জিনিস  চেগাইয়া গেছে ,1,1,5,3,1,0,Aggressive,Bullying
dcv t worgdh g zld cup 202jf chf1 at uae.,dcv t worgdh g zld cup 202jf chf1 at uae,dcv t worgdh g zld cup 202jf chf1 at uae,dcv t worgdh g zld cup 202jf chf1 at uae,0,0,1,0,0,0,Meaningless,Neutral
"shotti or chokher pani dekhe amaro chokhe pani chole esheche, hoyto valobasha emoni jake bidhata vabe j amar cheya beshi kaoke valoasho take tumi pabena pabe take jake ami nirdharon korbo ",shotti or chokher pani dekhe amaro chokhe pani chole esheche hoyto valobasha emoni jake bidhata vabe j amar cheya beshi kaoke valoasho take tumi pabena pabe take jake ami nirdharon korbo ,shotti or chokher pani dekhe amaro chokhe pani chole esheche hoyto valobasha emoni jake bidhata vabe j amar cheya beshi kaoke valoasho take tumi pabena pabe take jake ami nirdharon korbo,shotti or chokher pani dekhe amaro chokhe pani chole esheche hoyto valobasha emoni jake bidhata vabe j amar cheya beshi kaoke valoasho take tumi pabena pabe take jake ami nirdharon korbo,0,1,1,0,0,0,Sad,Nonbullying
আহারে জীবন😢,আহারে জীবন😢,আহারে জীবন😢,আহারে জীবন,1,1,0,1,0,0,Sad,Nonbullying
বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে ,বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে ,বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে,বাঙালি হিন্দুরাই ভীতু চোদা তাই নুনু কাঁটা পিসলামিক শুয়োরগুলো ওদের অত্যাচার করে,0,1,0,0,4,0,Abusive,Bullying
tur teknik akhon sovai buje,tur teknik akhon sovai buje,tur teknik akhon sovai buje,tur teknik akhon sovai buje,0,1,0,0,0,0,Normal_comment,Neutral
হাসতে হাসতে পেটে ব্যাথা হয়ে গেল পেটে খিল ধরে গেলো,হাসতে হাসতে পেটে ব্যাথা হয়ে গেল পেটে খিল ধরে গেলো,হাসতে হাসতে পেটে ব্যাথা হয়ে গেল পেটে খিল ধরে গেলো,হাসতে হাসতে পেটে ব্যাথা হয়ে গেল পেটে খিল ধরে গেলো,0,1,0,0,0,2,Happy,Nonbullying
beliker baccha belik akkel tobiat udi geche ni,beliker baccha belik akkel tobiat udi geche ni,beliker baccha belik akkel tobiat udi geche ni,beliker baccha belik akkel tobiat udi geche ni,0,1,0,0,2,0,Aggressive,Bullying
মিলু ভাইয়ের কথা মনে পড়লে খুব কান্না লাগে 😭😭😭,মিলু ভাইয়ের কথা মনে পড়লে খুব কান্না লাগে 😭😭😭,মিলু ভাইয়ের কথা মনে পড়লে খুব কান্না লাগে 😭😭😭,মিলু ভাইয়ের কথা মনে পড়লে খুব কান্না লাগে ,1,1,0,3,0,1,Sad,Nonbullying
আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,0,1,0,0,2,0,Aggressive,Bullying
"shala gandu, aita rakiber bow na ze chaili ar nia asli. ",shala gandu aita rakiber bow na ze chaili ar nia asli ,shala gandu aita rakiber bow na ze chaili ar nia asli,shala gandu aita rakiber bow na ze chaili ar nia asli,22,1,2,0,2,0,Aggressive,Bullying
জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,0,1,0,0,2,0,Aggressive,Bullying
impossible bro.,impossible bro,impossible bro,impossible bro,0,0,1,0,0,0,Supportive,Nonbullying
bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se basha😘bangladesh a ganda mal joya hasan ke khai naaaha re😥,bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se basha😘bangladesh a ganda mal joya hasan ke khai naaaha re😥,bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se basha😘bangladesh a ganda mal joya hasan ke khai naaaha re😥,bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se bashabangladesh a ganda mal joya hasan ke khai naaaha re,3,1,0,2,1,0,Aggressive,Bullying
খানকির বাচ্চাকে ধরে কোপানো হোক,খানকির বাচ্চাকে ধরে কোপানো হোক,খানকির বাচ্চাকে ধরে কোপানো হোক,খানকির বাচ্চাকে ধরে কোপানো হোক,0,1,0,0,1,0,Aggressive,Bullying
short kapurer jonno ar shorir dekhanur jonnoi american der nojore asche.,short kapurer jonno ar shorir dekhanur jonnoi american der nojore asche,short kapurer jonno ar shorir dekhanur jonnoi american der nojore asche,short kapurer jonno ar shorir dekhanur jonnoi american der nojore asche,2,1,1,0,0,0,Abusive,Bullying
এই মহিলা নেমোখারাপ।,এই মহিলা নেমোখারাপ।,এই মহিলা নেমোখারাপ।,এই মহিলা নেমোখারাপ।,0,1,0,0,0,0,Aggressive,Bullying
হাসতে হাসতে ছোপা থেকে পরে গিয়েছে 😂😂😂😂😂😂😂😂😂,হাসতে হাসতে ছোপা থেকে পরে গিয়েছে 😂😂😂😂😂😂😂😂😂,হাসতে হাসতে ছোপা থেকে পরে গিয়েছে 😂😂😂😂😂😂😂😂😂,হাসতে হাসতে ছোপা থেকে পরে গিয়েছে ,30,1,0,9,0,2,Happy,Nonbullying
ekta neta emon howa dorkar . mashrafi neta howar joggota rakhe,ekta neta emon howa dorkar  mashrafi neta howar joggota rakhe,ekta neta emon howa dorkar  mashrafi neta howar joggota rakhe,ekta neta emon howa dorkar  mashrafi neta howar joggota rakhe,0,1,1,0,0,0,Normal_comment,Neutral
harami thik kore khelich na kehlle tore pidamu,harami thik kore khelich na kehlle tore pidamu,harami thik kore khelich na kehlle tore pidamu,harami thik kore khelich na kehlle tore pidamu,0,1,0,0,1,0,Aggressive,Bullying
tiktok video besi kore to tai aishob bole..,tiktok video besi kore to tai aishob bole,tiktok video besi kore to tai aishob bole,tiktok video besi kore to tai aishob bole,0,1,2,0,0,0,Normal_comment,Neutral
মিলুর জন্য এখনো আমার চোখে পানি আসো যায় ,মিলুর জন্য এখনো আমার চোখে পানি আসো যায় ,মিলুর জন্য এখনো আমার চোখে পানি আসো যায়,মিলুর জন্য এখনো আমার চোখে পানি আসো যায়,1,1,0,0,0,0,Sad,Nonbullying
এটার সাথে মা দিবসের কি সম্পর্ক আছে?,এটার সাথে মা দিবসের কি সম্পর্ক আছে,এটার সাথে মা দিবসের কি সম্পর্ক আছে,এটার সাথে মা দিবসের কি সম্পর্ক আছে,1,1,1,0,0,0,Normal_comment,Nonbullying
hotiner ghorer mutin tor murud ar jana ache,hotiner ghorer mutin tor murud ar jana ache,hotiner ghorer mutin tor murud ar jana ache,hotiner ghorer mutin tor murud ar jana ache,0,1,0,0,1,0,Aggressive,Bullying
তোমাকে চুদার বৈদতা আমি দিলাম ধরষন করার উনমুতি আমি দিলাম বেশ্যা খানকি সুচি,তোমাকে চুদার বৈদতা আমি দিলাম ধরষন করার উনমুতি আমি দিলাম বেশ্যা খানকি সুচি,তোমাকে চুদার বৈদতা আমি দিলাম ধরষন করার উনমুতি আমি দিলাম বেশ্যা খানকি সুচি,তোমাকে চুদার বৈদতা আমি দিলাম ধরষন করার উনমুতি আমি দিলাম বেশ্যা খানকি সুচি,0,1,0,0,3,0,Abusive,Bullying
so hot,so hot,so hot,so hot,0,1,0,0,0,0,Abusive,Bullying
"nasir,ghore boshe eto boro shopno dekhio na...",nasirghore boshe eto boro shopno dekhio na,nasirghore boshe eto boro shopno dekhio na,nasirghore boshe eto boro shopno dekhio na,0,1,4,0,0,0,Normal_comment,Nonbullying
মালাউনরা তো সানি লিওনের বাচ্চা,মালাউনরা তো সানি লিওনের বাচ্চা,মালাউনরা তো সানি লিওনের বাচ্চা,মালাউনরা তো সানি লিওনের বাচ্চা,0,1,0,0,1,0,Abusive,Bullying
hindur bacchara asole ekta khobish,hindur bacchara asole ekta khobish,hindur bacchara asole ekta khobish,hindur bacchara asole ekta khobish,0,1,0,0,1,0,Abusive,Bullying
pcha dudh o ek number tomar jama khule felo ar o shundor lagbe,pcha dudh o ek number tomar jama khule felo ar o shundor lagbe,pcha dudh o ek number tomar jama khule felo ar o shundor lagbe,pcha dudh o ek number tomar jama khule felo ar o shundor lagbe,0,1,0,0,1,1,Abusive,Bullying
allah ai hujurder hedayet den chagol hujur,allah ai hujurder hedayet den chagol hujur,allah ai hujurder hedayet den chagol hujur,allah ai hujurder hedayet den chagol hujur,0,1,0,0,1,0,Abusive,Bullying
এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,1,1,0,0,0,0,Normal_comment,Nonbullying
"আহ, সোনাগো আমার..",আহ সোনাগো আমার,আহ সোনাগো আমার,আহ সোনাগো আমার,1,1,3,0,0,0,Normal_comment,Nonbullying
kanna dekhe ami o kede felchi ,kanna dekhe ami o kede felchi ,kanna dekhe ami o kede felchi,kanna dekhe ami o kede felchi,0,1,0,0,0,1,Sad,Nonbullying
বোকচোদ মহিলা তর এইটা করা ঠিক না,বোকচোদ মহিলা তর এইটা করা ঠিক না,বোকচোদ মহিলা তর এইটা করা ঠিক না,বোকচোদ মহিলা তর এইটা করা ঠিক না,0,1,0,0,1,0,Aggressive,Bullying
confident balo but over confident balo na!,confident balo but over confident balo na!,confident balo but over confident balo na!,confident balo but over confident balo na!,0,1,1,0,0,2,Supportive,Nonbullying
দাম কত ভাই,দাম কত ভাই,দাম কত ভাই,দাম কত ভাই,2,1,0,0,0,0,Normal_comment,Nonbullying
digital bangladesh harikel shula ei sober kota keno babbo,digital bangladesh harikel shula ei sober kota keno babbo,digital bangladesh harikel shula ei sober kota keno babbo,digital bangladesh harikel shula ei sober kota keno babbo,0,1,0,0,0,0,Normal_comment,Neutral
ভালো একটা প্লেয়ার ছিলো নিজের হাতে ক্যারিয়ার ধ্বংস করে এখন নিউজ রিপরটিং এ ব্যাস্ত,ভালো একটা প্লেয়ার ছিলো নিজের হাতে ক্যারিয়ার ধ্বংস করে এখন নিউজ রিপরটিং এ ব্যাস্ত,ভালো একটা প্লেয়ার ছিলো নিজের হাতে ক্যারিয়ার ধ্বংস করে এখন নিউজ রিপরটিং এ ব্যাস্ত,ভালো একটা প্লেয়ার ছিলো নিজের হাতে ক্যারিয়ার ধ্বংস করে এখন নিউজ রিপরটিং এ ব্যাস্ত,2,1,0,0,0,1,Normal_comment,Nonbullying
kmn dekha jay bedire,kmn dekha jay bedire,kmn dekha jay bedire,kmn dekha jay bedire,1,1,0,0,0,0,Normal_comment,Neutral
বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,বাচ্চা হলে থাকবে কেমন করে তোমার সাথে,0,1,0,0,0,0,Normal_comment,Neutral
vai anner video dehi ai hida oi gechi ,vai anner video dehi ai hida oi gechi ,vai anner video dehi ai hida oi gechi,vai anner video dehi ai hida oi gechi,0,1,0,0,0,1,Supportive,Nonbullying
shune chokher pani chole aslo,shune chokher pani chole aslo,shune chokher pani chole aslo,shune chokher pani chole aslo,2,1,0,0,0,0,Sad,Nonbullying
halar po aida ki  onner bow baige niya jawa re…,halar po aida ki  onner bow baige niya jawa re…,halar po aida ki  onner bow baige niya jawa re…,halar po aida ki  onner bow baige niya jawa re…,0,1,0,0,1,0,Aggressive,Bullying
eee sala re kohon e nibe gatio team e,eee sala re kohon e nibe gatio team e,eee shala re kohon e nibe gatio team e,eee shala re kohon e nibe gatio team e,0,1,0,0,1,0,Aggressive,Bullying
ছি ছি,ছি ছি,ছি ছি,ছি ছি,0,1,0,0,0,0,Normal_comment,Neutral
pagla chuda mohila,pagla chuda mohila,pagol chuda mohila,pagol chuda mohila,6,1,0,0,0,0,Aggressive,Bullying
"kotha blar vasa haria feleci , sudhu chokhe pani ase",kotha blar vasa haria feleci  sudhu chokhe pani ase,kotha blar vasa haria feleci  sudhu chokhe pani ase,kotha blar vasa haria feleci  sudhu chokhe pani ase,0,1,1,0,0,0,Sad,Nonbullying
 মালাউন মাদারচোদ  পাকিস্তান জিন্দাবাদ , মালাউন মাদারচোদ  পাকিস্তান জিন্দাবাদ ,মালাউন মাদারচোদ  পাকিস্তান জিন্দাবাদ,মালাউন মাদারচোদ  পাকিস্তান জিন্দাবাদ,0,1,0,0,2,0,Abusive,Bullying
noakhalir magira torar puroshra sob arob deshe take,noakhalir magira torar puroshra sob arob deshe take,noakhalir magira torar puroshra sob arob deshe take,noakhalir magira torar puroshra sob arob deshe take,0,1,0,0,0,0,Abusive,Bullying
rajakar vai apni khub upojukto,rajakar vai apni khub upojukto,rajakar vai apni khub upojukto,rajakar vai apni khub upojukto,0,1,0,0,1,0,Aggressive,Bullying
😂😂 অনেক দিন পর অনেক হাসলাম। খুব ভালো লাগলো ভিডিও টা 😂😂 ,😂😂 অনেক দিন পর অনেক হাসলাম। খুব ভালো লাগলো ভিডিও টা 😂😂 ,😂😂 অনেক দিন পর অনেক হাসলাম। খুব ভালো লাগলো ভিডিও টা 😂😂, অনেক দিন পর অনেক হাসলাম। খুব ভালো লাগলো ভিডিও টা ,3,1,0,4,0,3,Happy,Nonbullying
amader chokhe pani fela chara ar kichu korar nai 🥺🥺😭😭 ,amader chokhe pani fela chara ar kichu korar nai 🥺🥺😭😭 ,amader chokhe pani fela chara ar kichu korar nai 🥺🥺😭😭,amader chokhe pani fela chara ar kichu korar nai ,0,1,0,4,1,0,Sad,Nonbullying
jiooo,jiooo,jiooo,jiooo,0,0,0,0,0,0,Meaningless,Neutral
দাদা one million হয়ে গেলো congratuletion...,দাদা one million হয়ে গেলো congratuletion,দাদা one million হয়ে গেলো congratuletion,দাদা one million হয়ে গেলো congratuletion,0,1,3,0,0,1,Supportive,Nonbullying
what a pose,what a pose,what a pose,what a pose,0,1,0,0,0,0,Supportive,Nonbullying
এই মাগির তোর ভোদায় এসিড দিমু আমি আমি ছাএলীগ নেতা ,এই মাগির তোর ভোদায় এসিড দিমু আমি আমি ছাএলীগ নেতা ,এই মাগির তোর ভোদায় এসিড দিমু আমি আমি ছাএলীগ নেতা,এই মাগির তোর ভোদায় এসিড দিমু আমি আমি ছাএলীগ নেতা,0,1,0,0,2,0,Abusive,Bullying
 রাজের বাচ্ছা ফেরাউন হিনুর পুত মালাউন নারকের আগুন , রাজের বাচ্ছা ফেরাউন হিনুর পুত মালাউন নারকের আগুন ,রাজের বাচ্ছা ফেরাউন হিনুর পুত মালাউন নারকের আগুন,রাজের বাচ্ছা ফেরাউন হিনুর পুত মালাউন নারকের আগুন,0,1,0,0,1,0,Abusive,Bullying
"nasir vai, j kap jitche seta naki onner kap , seta naki abar firot dia dite hbw aamra onner kap nite chaina",nasir vai j kap jitche seta naki onner kap  seta naki abar firot dia dite hbw aamra onner kap nite chaina,nasir vai j kap jitche seta naki onner kap  seta naki abar firot dia dite hbw aamra onner kap nite chaina,nasir vai j kap jitche seta naki onner kap  seta naki abar firot dia dite hbw aamra onner kap nite chaina,33,1,2,0,0,0,Normal_comment,Neutral
ওকে,ওকে,ওকে,ওকে,0,1,0,0,0,0,Supportive,Nonbullying
বারোজনের বেবি বাম্প😂😂,বারোজনের বেবি বাম্প😂😂,বারোজনের বেবি বাম্প😂😂,বারোজনের বেবি বাম্প,6,1,0,2,0,0,Aggressive,Bullying
৯ বছর পরো চোখ দিয়ে পানি পড়ল।। ,৯ বছর পরো চোখ দিয়ে পানি পড়ল।। ,৯ বছর পরো চোখ দিয়ে পানি পড়ল।।,৯ বছর পরো চোখ দিয়ে পানি পড়ল।।,16,1,0,0,0,0,Sad,Nonbullying
নাটক তো নাটকও টেস্ট ছাড়া রিপোর্ট আর স্পর্শ ছাড়া পেগনেট,নাটক তো নাটকও টেস্ট ছাড়া রিপোর্ট আর স্পর্শ ছাড়া পেগনেট,নাটক তো নাটকও টেস্ট ছাড়া রিপোর্ট আর স্পর্শ ছাড়া পেগনেট,নাটক তো নাটকও টেস্ট ছাড়া রিপোর্ট আর স্পর্শ ছাড়া পেগনেট,19,1,0,0,0,0,Normal_comment,Neutral
dekhe khub e koshto laglo amader pirojpur ar gorbo chilo,dekhe khub e koshto laglo amader pirojpur ar gorbo chilo,dekhe khub e koshto laglo amader pirojpur ar gorbo chilo,dekhe khub e koshto laglo amader pirojpur ar gorbo chilo,1,1,0,0,0,1,Sad,Nonbullying
apnar moto cup kew marta parbe na,apnar moto cup kew marta parbe na,apnar moto cup kew marta parbe na,apnar moto cup kew marta parbe na,0,1,0,0,0,0,Normal_comment,Neutral
আচ্ছা এই হুরেরা কি বেশ্যাবৃত্তি করে  ,আচ্ছা এই হুরেরা কি বেশ্যাবৃত্তি করে  ,আচ্ছা এই হুরেরা কি বেশ্যাবৃত্তি করে,আচ্ছা এই হুরেরা কি বেশ্যাবৃত্তি করে,0,1,0,0,1,0,Abusive,Bullying
কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না। ,কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না। ,কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না।,কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না।,2,1,0,0,0,0,Sad,Nonbullying
tui morle kutta dia kbr deyaich,tui morle kutta dia kbr deyaich,tui morle kutta dia kbr deyaich,tui morle kutta dia kbr deyaich,0,1,0,0,1,0,Abusive,Bullying
মাগির ভোদায় এতো জ্বালা কেন,মাগির ভোদায় এতো জ্বালা কেন,মাগির ভোদায় এতো জ্বালা কেন,মাগির ভোদায় এতো জ্বালা কেন,1,1,0,0,2,0,Abusive,Bullying
একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসএত,একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসএত,একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসএত,একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসএত,0,1,0,0,0,0,Aggressive,Bullying
chuiidda maira falamu khankir pola,chuiidda maira falamu khankir pola,chuiidda maira falamu khankir pola,chuiidda maira falamu khankir pola,0,1,0,0,3,0,Abusive,Bullying
ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,5,1,0,0,1,0,Normal_comment,Neutral
banglai hindura e vitu tai nunu kata pislamik shuor gulo oder ottachar kore,banglai hindura e vitu tai nunu kata pislamik shuor gulo oder ottachar kore,banglai hindura e vitu tai nunu kata pislamik shuor gulo oder ottachar kore,banglai hindura e vitu tai nunu kata pislamik shuor gulo oder ottachar kore,0,1,0,0,3,0,Abusive,Bullying
i like this video😊😊😋😋😋,i like this video😊😊😋😋😋,i like this video😊😊😋😋😋,i like this video,0,1,0,5,0,0,Supportive,Nonbullying
kane kane giye bolse englishe kota bolo😆😆😆😆,kane kane giye bolse englishe kota bolo😆😆😆😆,kane kane giye bolse englishe kota bolo😆😆😆😆,kane kane giye bolse englishe kota bolo,0,1,0,4,0,0,Normal_comment,Neutral
", sunm kjhn lamganj", sunm kjhn lamganj,sunm kjhn lamganj,sunm kjhn lamganj,0,1,1,0,0,0,Meaningless,Nonbullying
ঈদুল ফিতরের জানাজার নামাজ,ঈদুল ফিতরের জানাজার নামাজ,ঈদুল ফিতরের জানাজার নামাজ,ঈদুল ফিতরের জানাজার নামাজ,32,1,0,0,0,0,Normal_comment,Neutral
rigth kotha bolchen vaihelicoptee theke fele dewya uchit,rigth kotha bolchen vaihelicoptee theke fele dewya uchit,rigth kotha bolchen vaihelicoptee theke fele dewya uchit,rigth kotha bolchen vaihelicoptee theke fele dewya uchit,0,1,0,0,0,0,Aggressive,Bullying
অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,0,1,0,0,1,0,Aggressive,Bullying
milk soto hoya gasa,milk soto hoya gasa,milk soto hoya gasa,milk soto hoya gasa,14,1,0,0,0,0,Abusive,Bullying
এক কথায় অসাধারণ ছিল,এক কথায় অসাধারণ ছিল,এক কথায় অসাধারণ ছিল,এক কথায় অসাধারণ ছিল,5,1,0,0,0,0,Supportive,Nonbullying
magi 😍😍😍,magi 😍😍😍,magi 😍😍😍,magi ,0,1,0,3,0,0,Aggressive,Bullying
হোটেলের মাগিদের চেহারা দেখলে সোনা খারায়   ,হোটেলের মাগিদের চেহারা দেখলে সোনা খারায়   ,হোটেলের মাগিদের চেহারা দেখলে সোনা খারায়,হোটেলের মাগিদের চেহারা দেখলে সোনা খারায়,0,1,0,0,1,0,Abusive,Bullying
থু  থু  থু  থু  থু   থু ..........,থু  থু  থু  থু  থু   থু ,থু  থু  থু  থু  থু   থু,থু  থু  থু  থু  থু   থু,0,1,10,0,6,0,Aggressive,Bullying
kandon choli aiar..😓,kandon choli aiar😓,kandon choli aiar😓,kandon choli aiar,0,1,2,1,0,0,Sad,Nonbullying
সত্যি বলছি চোখে জল চলে এলো। ,সত্যি বলছি চোখে জল চলে এলো। ,সত্যি বলছি চোখে জল চলে এলো।,সত্যি বলছি চোখে জল চলে এলো।,0,1,0,0,0,2,Sad,Nonbullying
আমি মাগি চুদব,আমি মাগি চুদব,আমি মাগি চুদব,আমি মাগি চুদব,0,1,0,0,1,0,Abusive,Bullying
যারা এই অবস্থায় এসব করে তাদের    বাচ্চারা সুস্থ হয়।যারা ভালো হয়ে চলে তাদের বাচ্চারা অসুস্থ  হয় কেনো?,যারা এই অবস্থায় এসব করে তাদের    বাচ্চারা সুস্থ হয়।যারা ভালো হয়ে চলে তাদের বাচ্চারা অসুস্থ  হয় কেনো,যারা এই অবস্থায় এসব করে তাদের    বাচ্চারা সুস্থ হয়।যারা ভালো হয়ে চলে তাদের বাচ্চারা অসুস্থ  হয় কেনো,যারা এই অবস্থায় এসব করে তাদের    বাচ্চারা সুস্থ হয়।যারা ভালো হয়ে চলে তাদের বাচ্চারা অসুস্থ  হয় কেনো,28,1,1,0,0,1,Normal_comment,Neutral
