process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
😭😭😭 স্যারের বিদায় এখনো কাঁদায়। ,😭😭😭 স্যারের বিদায় এখনো কাঁদায়।, স্যারের বিদায় এখনো কাঁদায়।,2,1,0,3,0,0,Sad,Nonbullying
চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময় ,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময়,চোখ দিয়ে জল পড়লো আজ নয়টি বছর পরে এসে ভিডিও টি দেখার সময়,3,1,0,0,0,1,Sad,Nonbullying
চোখের পানি আটকাতে পারছি না😭😭😭😭😭😭😭😭 ,চোখের পানি আটকাতে পারছি না😭😭😭😭😭😭😭😭,চোখের পানি আটকাতে পারছি না,2,1,0,8,0,0,Sad,Nonbullying
খুব কষ্ট লাগল স্যার 😢 ,খুব কষ্ট লাগল স্যার 😢,খুব কষ্ট লাগল স্যার ,2,1,0,1,0,1,Sad,Nonbullying
যত বারই দেখি মন ভারাক্রান্ত হয়ে উঠে ,যত বারই দেখি মন ভারাক্রান্ত হয়ে উঠে,যত বারই দেখি মন ভারাক্রান্ত হয়ে উঠে,2,1,0,0,0,0,Sad,Nonbullying
কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই 😪😪🤔🤔 ,কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই 😪😪🤔🤔,কান্না সবাই করতেছে কিন্তু চোখের পানি কারো নাই ,2,1,0,4,0,1,Sad,Nonbullying
নয় বছর দেখলাম খুব কস্ট পেলাম ,নয় বছর দেখলাম খুব কস্ট পেলাম,নয় বছর দেখলাম খুব কস্ট পেলাম,2,1,0,0,0,0,Sad,Nonbullying
খুবই কষ্ঠ 😭 ,খুবই কষ্ঠ 😭,খুবই কষ্ঠ ,2,1,0,1,0,0,Sad,Nonbullying
কেঁদে ফেললাম ভাই ,কেঁদে ফেললাম ভাই,কেঁদে ফেললাম ভাই,2,1,0,0,0,0,Sad,Nonbullying
ভাই আমার বুকে অনেক কষ্ট ,ভাই আমার বুকে অনেক কষ্ট,ভাই আমার বুকে অনেক কষ্ট,2,1,0,0,0,2,Sad,Nonbullying
😥😥😥😥 বিশ্বাস করেন চখের জল ধরে রাখতে পারিনী ,😥😥😥😥 বিশ্বাস করেন চখের জল ধরে রাখতে পারিনী, বিশ্বাস করেন চখের জল ধরে রাখতে পারিনী,2,1,0,4,0,1,Sad,Nonbullying
"শুনে চোখের পানি চলে আসলো,, ",শুনে চোখের পানি চলে আসলো,শুনে চোখের পানি চলে আসলো,2,1,2,0,0,0,Sad,Nonbullying
huni choher pani coli ailo,huni choher pani coli ailo,huni choher pani coli ailo,2,1,0,0,0,0,Sad,Nonbullying
হূনি চোহের পানি চলি আইলো,হূনি চোহের পানি চলি আইলো,হূনি চোহের পানি চলি আইলো,2,1,0,0,0,0,Sad,Nonbullying
shune chokher pani chole aslo,shune chokher pani chole aslo,shune chokher pani chole aslo,2,1,0,0,0,0,Sad,Nonbullying
কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না। ,কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না।,কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না।,2,1,0,0,0,0,Sad,Nonbullying
kahinata shune chokher pani ar dhore rakhte parlamna,kahinata shune chokher pani ar dhore rakhte parlamna,kahinata shune chokher pani ar dhore rakhte parlamna,2,1,0,0,0,0,Sad,Nonbullying
পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,1,1,0,0,0,0,Normal_comment,Nonbullying
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 আল্লাহ পাক  তোমার সাথে থাকবে,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 আল্লাহ পাক  তোমার সাথে থাকবে, আল্লাহ পাক  তোমার সাথে থাকবে,1,1,0,24,0,1,Supportive,Nonbullying
ভাই তোমার কথা গুলো কলিজায় লাগলো,ভাই তোমার কথা গুলো কলিজায় লাগলো,ভাই তোমার কথা গুলো কলিজায় লাগলো,1,1,0,0,0,0,Sad,Nonbullying
অনেক কষ্ট লাগেরে ছোট,অনেক কষ্ট লাগেরে ছোট,অনেক কষ্ট লাগেরে ছোট,6,1,0,0,0,2,Sad,Nonbullying
মা বাবা না থাকে  তোমার ভাল মানুষ খুজ তবে ভাল হবে তুমি,মা বাবা না থাকে  তোমার ভাল মানুষ খুজ তবে ভাল হবে তুমি,মা বাবা না থাকে  তোমার ভাল মানুষ খুজ তবে ভাল হবে তুমি,4,1,0,0,0,0,Sad,Nonbullying
কান্না করতেছি 😭😭😭😭,কান্না করতেছি 😭😭😭😭,কান্না করতেছি ,1,1,0,4,0,1,Sad,Nonbullying
নামাজ পড় আল্লাকে মন দিলে ডাকো,নামাজ পড় আল্লাকে মন দিলে ডাকো,নামাজ পড় আল্লাকে মন দিলে ডাকো,1,1,0,0,0,0,Normal_comment,Nonbullying
ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,3,1,0,0,0,0,Normal_comment,Nonbullying
দোয়া করি,দোয়া করি,দোয়া করি,9,1,0,0,0,0,Supportive,Nonbullying
😭😭😭😭 আহ্ জীবন কত কঠিন,😭😭😭😭 আহ্ জীবন কত কঠিন, আহ্ জীবন কত কঠিন,1,1,0,4,0,0,Sad,Nonbullying
ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,1,1,0,0,0,1,Normal_comment,Nonbullying
আমার তো জীবন নাই ।।,আমার তো জীবন নাই ।।,আমার তো জীবন নাই ।।,1,1,0,0,0,0,Normal_comment,Nonbullying
শুভ কামনা।,শুভ কামনা।,শুভ কামনা।,2,1,0,0,0,0,Supportive,Nonbullying
কথা গুলো খুবই দুঃখের তবে,কথা গুলো খুবই দুঃখের তবে,কথা গুলো খুবই দুঃখের তবে,0,1,0,0,0,0,Sad,Nonbullying
আমার সামি মারা গেছে আমার দুইটি অবুঝ দুটি মেয়ে রেখে গেছে আমি আমার বাবার বাড়িতে থাকি আমি থাকতে আমার মেয়েদের তেমন ভালো বাসেনা আমি না খেতে বললে কেউ খেতে দেয় না ওদের বাবা না থাকলে কষ্ট মা না থাকলে কষ্ট,আমার সামি মারা গেছে আমার দুইটি অবুঝ দুটি মেয়ে রেখে গেছে আমি আমার বাবার বাড়িতে থাকি আমি থাকতে আমার মেয়েদের তেমন ভালো বাসেনা আমি না খেতে বললে কেউ খেতে দেয় না ওদের বাবা না থাকলে কষ্ট মা না থাকলে কষ্ট,আমার সামি মারা গেছে আমার দুইটি অবুঝ দুটি মেয়ে রেখে গেছে আমি আমার বাবার বাড়িতে থাকি আমি থাকতে আমার মেয়েদের তেমন ভালো বাসেনা আমি না খেতে বললে কেউ খেতে দেয় না ওদের বাবা না থাকলে কষ্ট মা না থাকলে কষ্ট,1,1,4,0,0,3,Normal_comment,Nonbullying
আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,1,1,6,0,0,3,Sad,Nonbullying
সত্যি তো এই সমাজ তো ভালো না।,সত্যি তো এই সমাজ তো ভালো না।,সত্যি তো এই সমাজ তো ভালো না।,1,1,0,0,0,2,Normal_comment,Nonbullying
কোনো কিছু যদি ভুল বলে থাকি ক্ষমা করবে।,কোনো কিছু যদি ভুল বলে থাকি ক্ষমা করবে।,কোনো কিছু যদি ভুল বলে থাকি ক্ষমা করবে।,1,1,0,0,0,0,Normal_comment,Nonbullying
কি যে বলি,কি যে বলি,কি যে বলি,3,1,0,0,0,0,Normal_comment,Nonbullying
হায়রে দুনিয়া 😭,হায়রে দুনিয়া 😭,হায়রে দুনিয়া ,1,1,0,1,0,0,Sad,Nonbullying
এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,1,1,0,0,0,0,Normal_comment,Nonbullying
আমি ওর সাথে একটু কথা বলতে চাই 🥺,আমি ওর সাথে একটু কথা বলতে চাই 🥺,আমি ওর সাথে একটু কথা বলতে চাই ,1,1,0,1,0,0,Normal_comment,Nonbullying
ছেলেটা নাম বলল গোপাল মানে সে হিন্দু।,ছেলেটা নাম বলল গোপাল মানে সে হিন্দু।,ছেলেটা নাম বলল গোপাল মানে সে হিন্দু।,1,1,0,0,0,0,Normal_comment,Nonbullying
ছোট্ট এই জীবনে এতো চাপ নিয়ে এতো লোভ করে লাভ কি বলুন!,ছোট্ট এই জীবনে এতো চাপ নিয়ে এতো লোভ করে লাভ কি বলুন!,ছোট্ট এই জীবনে এতো চাপ নিয়ে এতো লোভ করে লাভ কি বলুন!,1,1,3,0,0,1,Normal_comment,Nonbullying
বাস্তব দুনিয়াটা এমনই হয়,বাস্তব দুনিয়াটা এমনই হয়,বাস্তব দুনিয়াটা এমনই হয়,1,1,0,0,0,0,Normal_comment,Nonbullying
ভাইরে তোরে সেলুট আর বলিস না কলিজায় লাগে 😥😥,ভাইরে তোরে সেলুট আর বলিস না কলিজায় লাগে 😥😥,ভাইরে তোরে সেলুট আর বলিস না কলিজায় লাগে ,1,1,0,2,0,0,Sad,Nonbullying
কথা গূলো অনেক কষ্টের,কথা গূলো অনেক কষ্টের,কথা গূলো অনেক কষ্টের,2,1,0,0,0,1,Sad,Nonbullying
খুব দুঃখ পেলাম,খুব দুঃখ পেলাম,খুব দুঃখ পেলাম,7,1,0,0,0,0,Sad,Nonbullying
কি বলব বুঝতে পারছি না ভাষা হারিয়ে ফেলেছি,কি বলব বুঝতে পারছি না ভাষা হারিয়ে ফেলেছি,কি বলব বুঝতে পারছি না ভাষা হারিয়ে ফেলেছি,7,1,0,0,0,0,Sad,Nonbullying
tomar kotha gula kolizai laglo choto bhai 💔😥,tomar kotha gula kolizai laglo choto bhai 💔😥,tomar kotha gula kolizai laglo choto bhai ,1,1,0,2,0,0,Sad,Nonbullying
ওই বাচ্চাটারে নিয়া আবার একটা এপিসুট দেখাবেন দয়া করে ওর কথা গুলি বাবা মা পাশে থাকা  ছেলে মেয়েদের দেখার দরকার আছে,ওই বাচ্চাটারে নিয়া আবার একটা এপিসুট দেখাবেন দয়া করে ওর কথা গুলি বাবা মা পাশে থাকা  ছেলে মেয়েদের দেখার দরকার আছে,ওই বাচ্চাটারে নিয়া আবার একটা এপিসুট দেখাবেন দয়া করে ওর কথা গুলি বাবা মা পাশে থাকা  ছেলে মেয়েদের দেখার দরকার আছে,4,1,0,0,0,0,Normal_comment,Nonbullying
এটাই হবে বাংলা দেশের হাল,এটাই হবে বাংলা দেশের হাল,এটাই হবে বাংলা দেশের হাল,1,1,0,0,0,0,Normal_comment,Nonbullying
ভালো লাগলো দারুণ দোয়া রইলো,ভালো লাগলো দারুণ দোয়া রইলো,ভালো লাগলো দারুণ দোয়া রইলো,1,1,0,0,0,1,Supportive,Nonbullying
আমি কিছু অনাত শিশুদের জন্যে একটি আচরণের ব‍্যাবস্থা করতে চাই। সবাই  দোয়া করবেন আল্লাহ্ যেন আমার মনের আসা পুরুন করেন।,আমি কিছু অনাত শিশুদের জন্যে একটি আচরণের ব‍্যাবস্থা করতে চাই। সবাই  দোয়া করবেন আল্লাহ্ যেন আমার মনের আসা পুরুন করেন।,আমি কিছু অনাত শিশুদের জন্যে একটি আচরণের ব‍্যাবস্থা করতে চাই। সবাই  দোয়া করবেন আল্লাহ্ যেন আমার মনের আসা পুরুন করেন।,4,1,0,0,0,0,Normal_comment,Nonbullying
এই টা কোন জায়গায় ভাইয়া আমি এই ছেলেটার পাশে দাঁড়াতে চাই দয়া করে আমাকে জানাবেন,এই টা কোন জায়গায় ভাইয়া আমি এই ছেলেটার পাশে দাঁড়াতে চাই দয়া করে আমাকে জানাবেন,এই টা কোন জায়গায় ভাইয়া আমি এই ছেলেটার পাশে দাঁড়াতে চাই দয়া করে আমাকে জানাবেন,2,1,0,0,0,0,Supportive,Nonbullying
মানুষ অনেক পারতো পর এই দুনিয়া,মানুষ অনেক পারতো পর এই দুনিয়া,মানুষ অনেক পারতো পর এই দুনিয়া,1,1,0,0,0,1,Normal_comment,Nonbullying
আমি যদি  ওর দায়িত্ব  নেয়  তাহলে  কি  আসবে  আসলে আমি ওর দায়িত্ব  নিব,আমি যদি  ওর দায়িত্ব  নেয়  তাহলে  কি  আসবে  আসলে আমি ওর দায়িত্ব  নিব,আমি যদি  ওর দায়িত্ব  নেয়  তাহলে  কি  আসবে  আসলে আমি ওর দায়িত্ব  নিব,1,1,1,0,0,0,Supportive,Nonbullying
assalamualikum  allah help korun ai cheleke ,assalamualikum  allah help korun ai cheleke,assalamualikum  allah help korun ai cheleke,3,1,3,0,0,1,Supportive,Nonbullying
বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,1,1,0,0,0,0,Supportive,Nonbullying
আমি এই বাচ্চাটা র দায়িত্ব নিতে চায়,আমি এই বাচ্চাটা র দায়িত্ব নিতে চায়,আমি এই বাচ্চাটা র দায়িত্ব নিতে চায়,3,1,0,0,0,0,Supportive,Nonbullying
দোওয়া রহিল ছোট ভাই,দোওয়া রহিল ছোট ভাই,দোওয়া রহিল ছোট ভাই,3,1,0,0,0,0,Supportive,Nonbullying
kotha gulo sune cokher pani dhore rakte parlam na😭😭😭😭😭aj jodi or ma baba thakto tahole  oke ai kharab rastata beche nite hoto na😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,kotha gulo sune cokher pani dhore rakte parlam na😭😭😭😭😭aj jodi or ma baba thakto tahole  oke ai kharab rastata beche nite hoto na😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,kotha gulo sune cokher pani dhore rakte parlam naaj jodi or ma baba thakto tahole  oke ai kharab rastata beche nite hoto na,1,1,0,32,0,0,Sad,Nonbullying
alhamdulillah allah amadar balo raksan😢,alhamdulillah allah amadar balo raksan😢,alhamdulillah allah amadar balo raksan,0,1,0,1,0,0,Normal_comment,Nonbullying
god vaitar jiboner kono goti koira dao❤️😭,god vaitar jiboner kono goti koira dao❤️😭,god vaitar jiboner kono goti koira dao,1,1,0,2,0,1,Supportive,Nonbullying
আহারে জীবন😢,আহারে জীবন😢,আহারে জীবন,1,1,0,1,0,0,Sad,Nonbullying
খারাপ লাগে না এটা কি আবার জিজ্ঞাসা করতে হয় নাকি খারাপ লাগছে না কিন্যা লাগছে এটাতো ছেলের মুখ দেখেই বোঝা যায় আর নিজের টা বুঝলে অন্যেরটা বুঝা যায় মা বাবা না থাকলে যে কত কষ্ট এই দুনিয়ায় কত অবহেলিত মা বাবার মত আপন কেউ নাই পৃথিবীতে ছেলেকে জিজ্ঞাসা করি আরো কষ্ট দিতে চান পারেন যদি সহযোগিতা করেন দর্শকদের কাছ থেকে সহযোগিতা চান ছেলেকে একজনের কাছে দায়িত্ব দিয়ে দেন যদি পারেন,খারাপ লাগে না এটা কি আবার জিজ্ঞাসা করতে হয় নাকি খারাপ লাগছে না কিন্যা লাগছে এটাতো ছেলের মুখ দেখেই বোঝা যায় আর নিজের টা বুঝলে অন্যেরটা বুঝা যায় মা বাবা না থাকলে যে কত কষ্ট এই দুনিয়ায় কত অবহেলিত মা বাবার মত আপন কেউ নাই পৃথিবীতে ছেলেকে জিজ্ঞাসা করি আরো কষ্ট দিতে চান পারেন যদি সহযোগিতা করেন দর্শকদের কাছ থেকে সহযোগিতা চান ছেলেকে একজনের কাছে দায়িত্ব দিয়ে দেন যদি পারেন,খারাপ লাগে না এটা কি আবার জিজ্ঞাসা করতে হয় নাকি খারাপ লাগছে না কিন্যা লাগছে এটাতো ছেলের মুখ দেখেই বোঝা যায় আর নিজের টা বুঝলে অন্যেরটা বুঝা যায় মা বাবা না থাকলে যে কত কষ্ট এই দুনিয়ায় কত অবহেলিত মা বাবার মত আপন কেউ নাই পৃথিবীতে ছেলেকে জিজ্ঞাসা করি আরো কষ্ট দিতে চান পারেন যদি সহযোগিতা করেন দর্শকদের কাছ থেকে সহযোগিতা চান ছেলেকে একজনের কাছে দায়িত্ব দিয়ে দেন যদি পারেন,3,1,0,0,2,2,Normal_comment,Nonbullying
কি বলবো ভাসা খুজে পচ্ছি না 😥😥,কি বলবো ভাসা খুজে পচ্ছি না 😥😥,কি বলবো ভাসা খুজে পচ্ছি না ,1,1,0,2,0,0,Sad,Nonbullying
😭😭😭😭 vai tor ktha sune kvb kosto hocce re vaiigaja sigarate khas na vaiii,😭😭😭😭 vai tor ktha sune kvb koshto hocce re vaiigaja sigarate khas na vaiii, vai tor ktha sune kvb koshto hocce re vaiigaja sigarate khas na vaiii,1,1,7,4,0,1,Sad,Nonbullying
ভিডিও বানিয়ে টাকা কামানো বন্দ করে যদি এই ছেলেটার জন্য কিছু করতেন তা হলে অনেক ভালো কাজ হতো ।,ভিডিও বানিয়ে টাকা কামানো বন্দ করে যদি এই ছেলেটার জন্য কিছু করতেন তা হলে অনেক ভালো কাজ হতো ।,ভিডিও বানিয়ে টাকা কামানো বন্দ করে যদি এই ছেলেটার জন্য কিছু করতেন তা হলে অনেক ভালো কাজ হতো ।,2,1,0,0,0,2,Normal_comment,Nonbullying
এইগুলা দেখলে চখে জলআসে,এইগুলা দেখলে চখে জলআসে,এইগুলা দেখলে চখে জলআসে,1,1,0,0,0,0,Sad,Nonbullying
ohh dadi atai taile tomer degetal বাংলাদেশের,ohh dadi atai taile tomer degetal বাংলাদেশের,ohh dadi atai taile tomer degetal বাংলাদেশের,2,1,0,0,0,0,Normal_comment,Nonbullying
আমাদের দেশের সরকার  পাল্টা তে হবে। নতুন সরকার গঠন করতে হবে।আমাদের পাবলিক দের কে,আমাদের দেশের সরকার  পাল্টা তে হবে। নতুন সরকার গঠন করতে হবে।আমাদের পাবলিক দের কে,আমাদের দেশের সরকার  পাল্টা তে হবে। নতুন সরকার গঠন করতে হবে।আমাদের পাবলিক দের কে,0,1,0,0,0,0,Normal_comment,Nonbullying
যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,0,1,0,0,0,0,Aggressive,Bullying
পাগল হয়ে গেছে 🤣🤣,পাগল হয়ে গেছে 🤣🤣,পাগল হয়ে গেছে ,3,1,0,2,1,0,Aggressive,Bullying
এখন তো কিছু বলার মুখ নেই যা আসতেছে তা বলতেছে পাগলের মতন,এখন তো কিছু বলার মুখ নেই যা আসতেছে তা বলতেছে পাগলের মতন,এখন তো কিছু বলার মুখ নেই যা আসতেছে তা বলতেছে পাগলের মতন,0,1,0,0,1,0,Aggressive,Bullying
বয়স বেশি হলে মানুষ এরকম কথা বলে,বয়স বেশি হলে মানুষ এরকম কথা বলে,বয়স বেশি হলে মানুষ এরকম কথা বলে,0,1,0,0,0,0,Normal_comment,Nonbullying
তোর ডিজিটাল কৈ গেল হাসিনা এবার বল আমার বাসায় হারিকেন জলে,তোর ডিজিটাল কৈ গেল হাসিনা এবার বল আমার বাসায় হারিকেন জলে,তোর ডিজিটাল কৈ গেল হাসিনা এবার বল আমার বাসায় হারিকেন জলে,1,1,0,0,0,0,Normal_comment,Nonbullying
উন্নয়ন উন্নয়ন উন্নয়ন,উন্নয়ন উন্নয়ন উন্নয়ন,উন্নয়ন উন্নয়ন উন্নয়ন,2,1,0,0,0,0,Normal_comment,Nonbullying
এ দেশের প্রধানমন্ত্রী বিজন্মার জাত,এ দেশের প্রধানমন্ত্রী বিজন্মার জাত,এ দেশের প্রধানমন্ত্রী বিজন্মার জাত,0,1,0,0,1,0,Aggressive,Bullying
আপনি না থাকলে মনে হয় বাংলাদেশের মানুষ ইন্টারনেট কারেন্ট পদ্মা সেতু বা রাম ছাম  যাই বলেন না কেনো এসব বুঝি এদেশের মানুষ পেতো না। 🥴🥴🙄🙄,আপনি না থাকলে মনে হয় বাংলাদেশের মানুষ ইন্টারনেট কারেন্ট পদ্মা সেতু বা রাম ছাম  যাই বলেন না কেনো এসব বুঝি এদেশের মানুষ পেতো না। 🥴🥴🙄🙄,আপনি না থাকলে মনে হয় বাংলাদেশের মানুষ ইন্টারনেট কারেন্ট পদ্মা সেতু বা রাম ছাম  যাই বলেন না কেনো এসব বুঝি এদেশের মানুষ পেতো না। ,2,1,4,4,0,0,Normal_comment,Nonbullying
ভাই ওতো একটা ডাইনি ওর কি কোনো বিচার হবে না,ভাই ওতো একটা ডাইনি ওর কি কোনো বিচার হবে না,ভাই ওতো একটা ডাইনি ওর কি কোনো বিচার হবে না,0,1,0,0,0,0,Aggressive,Bullying
sahmne faile dilam one koy ta dapor,sahmne faile dilam one koy ta dapor,sahmne faile dilam one koy ta dapor,1,1,0,0,0,0,Aggressive,Bullying
মানুষিক রোগি পাবনা  পাটানো দরকার,মানুষিক রোগি পাবনা  পাটানো দরকার,মানুষিক রোগি পাবনা  পাটানো দরকার,0,1,0,0,0,0,Aggressive,Bullying
akta pocha maye i hate bangladesh 😒😶,akta pocha maye i hate bangladesh 😒😶,akta pocha maye i hate bangladesh ,1,1,1,2,1,0,Normal_comment,Nonbullying
এটা প্রধানমন্ত্রী,এটা প্রধানমন্ত্রী,এটা প্রধানমন্ত্রী,0,1,0,0,0,0,Normal_comment,Nonbullying
নেীকার কথা মনে রাখার মত কি করছেনকয়েকটা প্লাইওভারআর একটা পদ্বা সেতুসবাই সবার সংসার নিজ সংগ্রামে চালাচ্ছে নেীকার সাহায্যে নাদ্রব্যমূল্যের যে দাম সত্তি অনেক কষ্ট হচ্ছে সাধারণ মানুষদের।,নেীকার কথা মনে রাখার মত কি করছেনকয়েকটা প্লাইওভারআর একটা পদ্বা সেতুসবাই সবার সংসার নিজ সংগ্রামে চালাচ্ছে নেীকার সাহায্যে নাদ্রব্যমূল্যের যে দাম সত্তি অনেক কষ্ট হচ্ছে সাধারণ মানুষদের।,নেীকার কথা মনে রাখার মত কি করছেনকয়েকটা প্লাইওভারআর একটা পদ্বা সেতুসবাই সবার সংসার নিজ সংগ্রামে চালাচ্ছে নেীকার সাহায্যে নাদ্রব্যমূল্যের যে দাম সত্তি অনেক কষ্ট হচ্ছে সাধারণ মানুষদের।,0,1,4,0,0,2,Normal_comment,Nonbullying
একে বারে ফালতু সানুষ,একে বারে ফালতু সানুষ,একে বারে ফালতু সানুষ,0,1,0,0,1,0,Aggressive,Bullying
সত্যি এখনমানুষ বাছা বড়দায়হোয়ে গেচেবন্যয় বাংলাদেশ মানুষের আর ওনি কি বলে এই গুলো সত্যি মন চায় এখনওনাকেটুপ করে বন্যারপানিতেপেলে দিতে,সত্যি এখনমানুষ বাছা বড়দায়হোয়ে গেচেবন্যয় বাংলাদেশ মানুষের আর ওনি কি বলে এই গুলো সত্যি মন চায় এখনওনাকেটুপ করে বন্যারপানিতেপেলে দিতে,সত্যি এখনমানুষ বাছা বড়দায়হোয়ে গেচেবন্যয় বাংলাদেশ মানুষের আর ওনি কি বলে এই গুলো সত্যি মন চায় এখনওনাকেটুপ করে বন্যারপানিতেপেলে দিতে,4,1,39,0,0,2,Aggressive,Bullying
ওনি হচ্ছে বাংলার হুজুরনি বক্তা😠😡,ওনি হচ্ছে বাংলার হুজুরনি বক্তা😠😡,ওনি হচ্ছে বাংলার হুজুরনি বক্তা,0,1,0,2,1,0,Aggressive,Bullying
ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,0,1,0,0,4,0,Abusive,Bullying
বলেন কি,বলেন কি,বলেন কি,1,1,6,0,0,0,Normal_comment,Nonbullying
ore asolei helicopter theke bonnar panite fele deya uchit😂,ore asolei helicopter theke bonnar panite fele deya uchit😂,ore asolei helicopter theke bonnar panite fele deya uchit,0,1,0,1,0,0,Aggressive,Bullying
jokes of the year,jokes of the year,jokes of the year,0,1,0,0,0,0,Normal_comment,Nonbullying
rigth kotha bolchen vaihelicoptee theke fele dewya uchit,rigth kotha bolchen vaihelicoptee theke fele dewya uchit,rigth kotha bolchen vaihelicoptee theke fele dewya uchit,0,1,1,0,0,0,Aggressive,Bullying
এই মহিলা নেমো খারাপ।,এই মহিলা নেমো খারাপ।,এই মহিলা নেমো খারাপ।,0,1,0,0,0,0,Aggressive,Bullying
কাজের কথা না বলে যত সব ফালতু কথা এসব বোকাচোদা,কাজের কথা না বলে যত সব ফালতু কথা এসব বোকাচোদা,কাজের কথা না বলে যত সব ফালতু কথা এসব বোকাচোদা,0,1,0,0,2,0,Abusive,Bullying
thiki bolsen ai poribesh a amader nijeder e nijeder paltatehbe baste hbe,thiki bolsen ai poribesh a amader nijeder e nijeder paltatehbe baste hbe,thiki bolsen ai poribesh a amader nijeder e nijeder paltatehbe baste hbe,0,1,0,0,0,0,Normal_comment,Nonbullying
পাগল  এ কি বলে,পাগল  এ কি বলে,পাগল  এ কি বলে,0,1,0,0,1,0,Aggressive,Bullying
really right your prime minister,really right your prime minister,really right your prime minister,1,1,0,0,0,0,Normal_comment,Nonbullying
aber hashi dey fazil,aber hashi dey fazil,aber hashi dey fazil,1,1,1,0,1,0,Aggressive,Bullying
কি আর বলব বলার কিছুই নাই,কি আর বলব বলার কিছুই নাই,কি আর বলব বলার কিছুই নাই,0,1,0,0,0,0,Normal_comment,Nonbullying
