comments,likes,Related_to_post,Bsentiment,label
হূনি চোহের পানি চলি আইলো,2,1,Sad,Nonbullying
shune chokher pani chole aslo,2,1,Sad,Nonbullying
কাহিনিটি শুনে আর চোখের পানি আর দরে রাখতে পারলাম না। ,2,1,Sad,Nonbullying
kahinata shune chokher pani ar dhore rakhte parlamna,2,1,Sad,Nonbullying
পৃথিবীর প্রত্যেক মানুষ তার অবস্তান এবং শিক্ষা অনুযায়ি ব্যাবহার করে,1,1,Normal_comment,Nonbullying
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 আল্লাহ পাক  তোমার সাথে থাকবে,1,1,Supportive,Nonbullying
ভাই তোমার কথা গুলো কলিজায় লাগলো,1,1,Sad,Nonbullying
অনেক কষ্ট লাগেরে ছোট,6,1,Sad,Nonbullying
মা বাবা না থাকে  তোমার ভাল মানুষ খুজ তবে ভাল হবে তুমি,4,1,Sad,Nonbullying
কান্না করতেছি 😭😭😭😭,1,1,Sad,Nonbullying
নামাজ পড় আল্লাকে মন দিলে ডাকো,1,1,Normal_comment,Nonbullying
ছেলটা হবে টনটনা পাকনা এখন থেকে ভাল হউ তুমি  ভাল মানুষে পাশে থাক,3,1,Normal_comment,Nonbullying
দোয়া করি,9,1,Supportive,Nonbullying
😭😭😭😭 আহ্ জীবন কত কঠিন,1,1,Sad,Nonbullying
ভাইটা কিভাবে একা রাসতায় রেখে চলে গেল কারোও  কাছে রেখে যেতে পারতো ।আললাহ  পাকই  ভালো জানে কি হবে ।,1,1,Normal_comment,Nonbullying
আমার তো জীবন নাই ।।,1,1,Normal_comment,Nonbullying
শুভ কামনা।,2,1,Supportive,Nonbullying
কথা গুলো খুবই দুঃখের তবে,0,1,Sad,Nonbullying
আমার সামি মারা গেছে আমার দুইটি অবুঝ দুটি মেয়ে রেখে গেছে আমি আমার বাবার বাড়িতে থাকি আমি থাকতে আমার মেয়েদের তেমন ভালো বাসেনা আমি না খেতে বললে কেউ খেতে দেয় না ওদের বাবা না থাকলে কষ্ট মা না থাকলে কষ্ট,1,1,Normal_comment,Nonbullying
আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,1,1,Sad,Nonbullying
সত্যি তো এই সমাজ তো ভালো না।,1,1,Normal_comment,Neutral
কোনো কিছু যদি ভুল বলে থাকি ক্ষমা করবে।,1,1,Normal_comment,Nonbullying
কি যে বলি,3,1,Normal_comment,Neutral
হায়রে দুনিয়া 😭,1,1,Sad,Neutral
এই ছেলেটার বাড়ি কোথাই আমার কাছে নিয়ে এসে রাখবো,1,1,Normal_comment,Nonbullying
আমি ওর সাথে একটু কথা বলতে চাই 🥺,1,1,Normal_comment,Nonbullying
ছেলেটা নাম বলল গোপাল মানে সে হিন্দু।,1,1,Normal_comment,Neutral
ছোট্ট এই জীবনে এতো চাপ নিয়ে এতো লোভ করে লাভ কি বলুন!,1,1,Normal_comment,Nonbullying
বাস্তব দুনিয়াটা এমনই হয়,1,1,Normal_comment,Neutral
ভাইরে তোরে সেলুট আর বলিস না কলিজায় লাগে 😥😥,1,1,Sad,Nonbullying
কথা গূলো অনেক কষ্টের,2,1,Sad,Nonbullying
খুব দুঃখ পেলাম,7,1,Sad,Nonbullying
কি বলব বুঝতে পারছি না ভাষা হারিয়ে ফেলেছি,7,1,Sad,Nonbullying
tomar kotha gula kolizai laglo choto bhai 💔😥,1,1,Sad,Nonbullying
ওই বাচ্চাটারে নিয়া আবার একটা এপিসুট দেখাবেন দয়া করে ওর কথা গুলি বাবা মা পাশে থাকা  ছেলে মেয়েদের দেখার দরকার আছে,4,1,Normal_comment,Nonbullying
এটাই হবে বাংলা দেশের হাল,1,1,Normal_comment,Neutral
ভালো লাগলো দারুণ দোয়া রইলো,1,1,Supportive,Nonbullying
আমি কিছু অনাত শিশুদের জন্যে একটি আচরণের ব‍্যাবস্থা করতে চাই। সবাই  দোয়া করবেন আল্লাহ্ যেন আমার মনের আসা পুরুন করেন।,4,1,Normal_comment,Nonbullying
এই টা কোন জায়গায় ভাইয়া আমি এই ছেলেটার পাশে দাঁড়াতে চাই দয়া করে আমাকে জানাবেন,2,1,Supportive,Nonbullying
মানুষ অনেক পারতো পর এই দুনিয়া,1,1,Normal_comment,Neutral
আমি যদি  ওর দায়িত্ব  নেয়  তাহলে  কি  আসবে  আসলে আমি ওর দায়িত্ব  নিব,1,1,Supportive,Nonbullying
assalamualikum  allah help korun ai cheleke ,3,1,Supportive,Nonbullying
বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,1,1,Supportive,Nonbullying
আমি এই বাচ্চাটা র দায়িত্ব নিতে চায়,3,1,Supportive,Nonbullying
দোওয়া রহিল ছোট ভাই,3,1,Supportive,Nonbullying
kotha gulo sune cokher pani dhore rakte parlam na😭😭😭😭😭aj jodi or ma baba thakto tahole  oke ai kharab rastata beche nite hoto na😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1,1,Sad,Nonbullying
alhamdulillah allah amadar balo raksan😢,0,1,Normal_comment,Nonbullying
god vaitar jiboner kono goti koira dao❤️😭,1,1,Supportive,Nonbullying
আহারে জীবন😢,1,1,Sad,Nonbullying
খারাপ লাগে না এটা কি আবার জিজ্ঞাসা করতে হয় নাকি খারাপ লাগছে না কিন্যা লাগছে এটাতো ছেলের মুখ দেখেই বোঝা যায় আর নিজের টা বুঝলে অন্যেরটা বুঝা যায় মা বাবা না থাকলে যে কত কষ্ট এই দুনিয়ায় কত অবহেলিত মা বাবার মত আপন কেউ নাই পৃথিবীতে ছেলেকে জিজ্ঞাসা করি আরো কষ্ট দিতে চান পারেন যদি সহযোগিতা করেন দর্শকদের কাছ থেকে সহযোগিতা চান ছেলেকে একজনের কাছে দায়িত্ব দিয়ে দেন যদি পারেন,3,1,Normal_comment,Nonbullying
কি বলবো ভাসা খুজে পচ্ছি না 😥😥,1,1,Sad,Nonbullying
😭😭😭😭 vai tor ktha sune kvb kosto hocce re vaiigaja sigarate khas na vaiii,1,1,Sad,Nonbullying
ভিডিও বানিয়ে টাকা কামানো বন্দ করে যদি এই ছেলেটার জন্য কিছু করতেন তা হলে অনেক ভালো কাজ হতো ।,2,1,Normal_comment,Nonbullying
এইগুলা দেখলে চখে জলআসে,1,1,Sad,Nonbullying
ohh dadi atai taile tomer degetal বাংলাদেশের,2,1,Normal_comment,Neutral
আমাদের দেশের সরকার  পাল্টা তে হবে। নতুন সরকার গঠন করতে হবে।আমাদের পাবলিক দের কে,0,1,Normal_comment,Neutral
যারা নৌকার উপর ভরসা না রেখে হেলিকপ্টার সফর করে তাদের কে টুস করে বন্যার পানিতে পেলে দেওয়ার দরকার,0,1,Aggressive,Bullying
পাগল হয়ে গেছে 🤣🤣,3,1,Aggressive,Bullying
এখন তো কিছু বলার মুখ নেই যা আসতেছে তা বলতেছে পাগলের মতন,0,1,Aggressive,Bullying
বয়স বেশি হলে মানুষ এরকম কথা বলে,0,1,Normal_comment,Neutral
তোর ডিজিটাল কৈ গেল হাসিনা এবার বল আমার বাসায় হারিকেন জলে,1,1,Normal_comment,Neutral
উন্নয়ন উন্নয়ন উন্নয়ন,2,1,Normal_comment,Neutral
এ দেশের প্রধানমন্ত্রী বিজন্মার জাত,0,1,Aggressive,Bullying
আপনি না থাকলে মনে হয় বাংলাদেশের মানুষ ইন্টারনেট কারেন্ট পদ্মা সেতু বা রাম ছাম  যাই বলেন না কেনো এসব বুঝি এদেশের মানুষ পেতো না। 🥴🥴🙄🙄,2,1,Normal_comment,Neutral
ভাই ওতো একটা ডাইনি ওর কি কোনো বিচার হবে না,0,1,Aggressive,Bullying
sahmne faile dilam one koy ta dapor,1,1,Aggressive,Bullying
মানুষিক রোগি পাবনা  পাটানো দরকার,0,1,Aggressive,Bullying
akta pocha maye i hate bangladesh 😒😶,1,1,Normal_comment,Neutral
এটা প্রধানমন্ত্রী,0,1,Normal_comment,Neutral
নেীকার কথা মনে রাখার মত কি করছেনকয়েকটা প্লাইওভারআর একটা পদ্বা সেতুসবাই সবার সংসার নিজ সংগ্রামে চালাচ্ছে নেীকার সাহায্যে নাদ্রব্যমূল্যের যে দাম সত্তি অনেক কষ্ট হচ্ছে সাধারণ মানুষদের।,0,1,Normal_comment,Neutral
একে বারে ফালতু সানুষ,0,1,Aggressive,Bullying
সত্যি এখনমানুষ বাছা বড়দায়হোয়ে গেচেবন্যয় বাংলাদেশ মানুষের আর ওনি কি বলে এই গুলো সত্যি মন চায় এখনওনাকেটুপ করে বন্যারপানিতেপেলে দিতে,4,1,Aggressive,Bullying
ওনি হচ্ছে বাংলার হুজুরনি বক্তা😠😡,0,1,Aggressive,Bullying
ey noshta nirlozzo behaya mohilat kobe morbe hey asha kori,0,1,Abusive,Bullying
বলেন কি,1,1,Normal_comment,Neutral
ore asolei helicopter theke bonnar panite fele deya uchit😂,0,1,Aggressive,Bullying
jokes of the year,0,1,Normal_comment,Neutral
rigth kotha bolchen vaihelicoptee theke fele dewya uchit,0,1,Aggressive,Bullying
এই মহিলা নেমো খারাপ।,0,1,Aggressive,Bullying
কাজের কথা না বলে যত সব ফালতু কথা এসব বোকাচোদা,0,1,Abusive,Bullying
thiki bolsen ai poribesh a amader nijeder e nijeder paltatehbe baste hbe,0,1,Normal_comment,Neutral
পাগল  এ কি বলে,0,1,Aggressive,Bullying
really right your prime minister,1,1,Normal_comment,Neutral
aber hashi dey fazil,1,1,Aggressive,Bullying
কি আর বলব বলার কিছুই নাই,0,1,Normal_comment,Neutral
babar 100 borso ujjapon er jonno koti koti tk nosto korte pare kintu bonnai doba osohai manush der jonno 30 lokkho tk diyeca jekhane manus e ace 40 lak,0,1,Normal_comment,Neutral
কিছু খায়ছে,0,1,Normal_comment,Neutral
aw taw  ga ato karap or bap koto boro hatlar calo acoly bangalar manuc ow comaw or bap mogip k tik cany falcy ti morcy,0,1,Aggressive,Bullying
tur teknik akhon sovai buje,0,1,Normal_comment,Neutral
hasina re juta pita kor,0,1,Aggressive,Bullying
amar necrir money jalao axe,0,1,Normal_comment,Neutral
মাথায় সমস্যা আছে,0,1,Aggressive,Bullying
lojja thaka dorkar,1,1,Normal_comment,Neutral
কি বলি আর,0,1,Normal_comment,Neutral
digital bangladesh harikel shula ei sober kota keno babbo,0,1,Normal_comment,Neutral
nowka  tor cata daw bor,0,1,Meaningless,Neutral
sehek hasina noty,0,1,Normal_comment,Neutral
namrud ka poida,0,1,Aggressive,Bullying
hedar news eta,1,1,Aggressive,Bullying
bangladesh a pochavarot a tazaare e nam joya hasan toshavarot jaiya banai se basha😘bangladesh a ganda mal joya hasan ke khai naaaha re😥,3,1,Aggressive,Bullying
সত্য কথা বলেছেন।,0,1,Normal_comment,Nonbullying
খাবা এখানে কাম দিবা ওখানে দিদি রা আর তোমরা দিদিরা এখন জা দেখাস দিদিরা ভালোই লাগছে,1,1,Normal_comment,Neutral
বুড়া বেডি আবার ঘি!!!!!,3,1,Aggressive,Bullying
right tobe tmi boro bessa,3,1,Abusive,Bullying
joyaauntyy 😍🥰,1,1,Normal_comment,Neutral
নানি জাতে উঠছে মনে হয় 😜,4,1,Normal_comment,Neutral
তার রেট খাট কাঁপানো ভারতীয় পরীচালকদের,0,1,Abusive,Bullying
ওখানে কাপড় খুলতে পাড়ে যে,1,1,Abusive,Bullying
indian dada babura kn tmr jonno pagol seta sbi buje anty,2,1,Normal_comment,Neutral
ভাতারের খেয়ে ন্যাংয়ের গীত গাওয়া,9,1,Abusive,Bullying
ওখানে সব খুলে দেও তাই তোমার কদর বেশী,15,1,Abusive,Bullying
indian  agent heti,1,1,Normal_comment,Neutral
যতদিন টাইট আছে ততদিন দাম আছে তোর,6,1,Abusive,Bullying
তাহার গায়ে তসলিমা নাসরিনের গন্ধ পাচ্ছি,3,1,Normal_comment,Neutral
যা বাংলাদেশে চলে না তা ভারতে চলে মজার বিষয় যেমন মিথিলা,3,1,Normal_comment,Neutral
tmi faul,1,1,Aggressive,Bullying
kmn dekha jay bedire,1,1,Normal_comment,Neutral
osadaron akta natok onek sundor hoise,1,1,Supportive,Nonbullying
অসাধারণ ভাই,5,1,Supportive,Nonbullying
এই না হল আমার মিতা।,6,1,Supportive,Nonbullying
pgol coda,4,1,Abusive,Bullying
ফালতু এটা কোনো নাটকের পর্যায়েই পরে না,5,1,Normal_comment,Neutral
onek hasi paiche natok ta dekhe,2,1,Happy,Nonbullying
shamim vi you are a genius,3,1,Supportive,Nonbullying
fultu ekta natok,2,1,Aggressive,Bullying
এই কোনো নাটক  হলো।,4,1,Normal_comment,Neutral
ami bangla desher natok niya kono montobbo korinai aj korlamae natoke banaite joto jon jorito ache tara mone hoy kono pati te giye gaza khaiya ae natok banaiche sobgaza khur gaza khurgaza khurgaza khursobai original gaza khur,2,1,Normal_comment,Neutral
434আমার ভুল হয়েছে আমাকে ক্ষমা করে দিও ।।।,1,1,Normal_comment,Neutral
maja pilam,2,1,Happy,Nonbullying
নিশ্চ্য় আল্লাহ ছাড় দেন ছেড়ে দেন না,5,1,Normal_comment,Neutral
সুবহানাল্লাহ,4,1,Normal_comment,Neutral
কোন বলদ এর বাচ্চা এই জানোয়ার এর মতো নাটক টা বানায়,4,1,Aggressive,Bullying
শীতে সুন্দর একটা নাটক উপহার দেওয়ার জন্য ধন্যাবাদ । নাটকটি দেখে শীত আরো বেশি লাগছে,4,1,Supportive,Nonbullying
বাংলা নাটকের পাশে থাকার জন্য সবাইকে,1,1,Supportive,Nonbullying
বোরকা গায়ে দেওয়ার অভিনয়টা সেই হইছে,28,1,Supportive,Nonbullying
নাটক টা দেখে হাসতে হাসতে সেস,13,1,Happy,Nonbullying
অনেক সুন্দর একটা নাটক,30,1,Supportive,Nonbullying
নাটক টা দেখে হাসতে হাসতে শেষ,1,1,Happy,Nonbullying
হাসতে হাসতে পেট ব্যথা হয়ে গেছেঅনেক সুন্দর হয়েছে নাটক টা,82,1,Happy,Nonbullying
নাটক তো নাটকও টেস্ট ছাড়া রিপোর্ট আর স্পর্শ ছাড়া পেগনেট,19,1,Normal_comment,Neutral
ডিপ্রেশনে থাকা মানুষ দেরকে বলসি যে সামিম ভাই এর নাটক দেখবেন মনটা ভালো হয়ে যাবে,116,1,Normal_comment,Neutral
অনেক সুন্দর হাসি পাছছি নাটক দেখে,4,1,Happy,Nonbullying
বেশ হাসির  নাটক  নাটকটা অনেক সুন্দর,1,1,Supportive,Nonbullying
এক কথায় অসাধারণ ছিল,5,1,Supportive,Nonbullying
শামীম ভাই আপনার অসাধারন লোকচালিয়ে যান অভিনয়!!,6,1,Supportive,Nonbullying
হাসতে হাসতে পেটা বেথা হয়ে গেছে,1,1,Happy,Nonbullying
এই অভিনয় গুলো শামিম হাসান সরকার কে দিয়েই সম্ভব,4,1,Normal_comment,Neutral
অনেক মজা পাইছি নাটকটা দেখে।,4,1,Supportive,Nonbullying
অসামাজিক নাটক এর কাহিনী ও সংস্কৃতি সুষ্ঠু সামাজিক বিনোদনের অংশ হতে পারে না।,1,1,Normal_comment,Neutral
আমাদের বাংলা নাটক মানেই বিনোদন ভরপুর,3,1,Normal_comment,Neutral
খুব সুন্দর একটা নাটক,2,1,Supportive,Nonbullying
নাটকটা এক কথায় অসাধারণ,3,1,Supportive,Nonbullying
আহ আল্লাহ দাদুর কান্না  সহ্য হচ্ছে না চোখে পানি ধরে রাখতে পারছি না আমি,61,1,Sad,Nonbullying
একজন বাবামার কাছে এর চেয়ে কষ্টের কিছু হয় না,17,1,Sad,Nonbullying
বর্তমান যুগে মানুষ জাতী গুলোকে বিশ্বাষ করা যায়,10,1,Normal_comment,Neutral
খুব কষ্ট হচ্ছে,2,1,Sad,Nonbullying
কান্না ধরে রাখতে পারছি না,17,1,Sad,Nonbullying
এই কষ্ট সয্য করা কঠিন।,3,1,Sad,Nonbullying
এই নরপিশাচের যদি ফাসি না হয় তাহলে আর কোন বিচার এদেশে আশা করা যাবে না।,2,1,Normal_comment,Neutral
চোখের  পানি ধরে রাখতে পারিনিমানুষ এতটা পশু কিভাবে হয় একটা নিষ্পাপ মিষ্টি মেয়েকে কত কষ্ট  দিয়ে মেরেছেঅর ফাঁসি চাই  খুব তারাতাড়ি,3,1,Sad,Nonbullying
allah kono baba ma k tumi amon sasti diyo naami akta bacchar maami buji ai ta ki kostoproyojon a amader mere felotobuo sontander valo rheko,1,1,Sad,Nonbullying
নিজেকে তাদের জায়গায় কল্পনা করছি কেমনে সহ্য করবে তারা তাদের ফ্যামিলির সদস্য না হয়েও সহ্য করতে পারছি না,6,1,Sad,Nonbullying
ও আললাহ্ তুমি ওনাদের ধরয‍্য দান করো,1,1,Normal_comment,Neutral
চোখের পানি সামলাতে পারলাম না কি আর লিখবো,3,1,Sad,Nonbullying
নরপশু দের কঠোর বিচার হোক,6,1,Aggressive,Neutral
আল্লাহ তাআলা,0,1,Normal_comment,Neutral
koto kostokor ghotona,1,1,Sad,Nonbullying
vai ami duha korirase aponer mayer joinno allahsubhanallah thala jeno aponer mayke zannatul ferdous  nosib korun,0,1,Normal_comment,Neutral
আল্লাহ তুমি সহায় হও।জানুয়ারটার ফাঁশি দেওয়া হোক,0,1,Normal_comment,Neutral
জনসম্মুখে ফাঁসির কার্যকর করা হোক,3,1,Aggressive,Bullying
হত্যা কারীর জনসম্মুখে ফাঁসি কার্যকর করা হোক,1,1,Aggressive,Bullying
চোখের পানি অনেক বার আটকাতে চাইলাম তবে পারলাম না আটকাতে,0,1,Sad,Nonbullying
sotti bolte vasa hariye feltesi allah tumi r sojjo koirona bichar koro,0,1,Sad,Nonbullying
কেনো করলো এমনটাবুকটা ফেটে যায়।,0,1,Sad,Nonbullying
এত মিষ্টি একটা বাচ্চাকে কেউ কিভাবে মারতে পারে,0,1,Normal_comment,Nonbullying
মতে আমার মতে তারা রাস্তার মধ্যে ঝুলাইয়া ফাঁসি দিয়সবার সামনে ঝুলাইয়া ফাঁসি হোক,0,1,Aggressive,Bullying
বাংলাদেশে এর বিচার কতকাল ধরে হবে তা কে জানে,0,1,Normal_comment,Neutral
যারই মৃত্যু হোক না কেন কান্না করা যাবে কিন্তু বিলাপ করা যাবে না এটা ইসলামে হারাম।,0,1,Normal_comment,Neutral
onek kosto pai news ta dekhle,0,1,Sad,Nonbullying
khob kosto hocche,0,1,Sad,Nonbullying
ফাসি চাই,0,1,Aggressive,Bullying
দাও তার ফাঁসি দাও,0,1,Aggressive,Bullying
আহারে সোনাটা রে কি করছে,5,1,Normal_comment,Neutral
allah ki j poriman kostoo hossekhoda buk ta fete jasse dunia te ki kno bichar aseallah ato kosto kno ma baba re dio na tmi khoda,0,1,Sad,Nonbullying
ahare ashob video dekhte parinaai choto nishpap meyeta ki dosh korechilo j allah pak or kopale arokom mrittu rakhseallahai shob valo janen,0,1,Sad,Nonbullying
আয়াতের বাবা দাদুকে দেখলাম কিন্তু মা কোথায়,0,1,Normal_comment,Neutral
hi allah oi poribar k buj dan koro amin,0,1,Normal_comment,Neutral
meye tar ma kothay,0,1,Normal_comment,Neutral
অতি চমতকার  হয়েছে  সত্যি বলতে  বাঁধা থাকে না এ দেশের দূরনিতি করে প্রায়  নেতা আজ গাছ তালাথেকে বসুন্ধরায়,16,1,Normal_comment,Neutral
হাসতে হাসতে শেষ হয়ে গেছি রে ভাই কি বলবো ওরে বাবা রে,14,1,Happy,Nonbullying
হা হা রিএক্ট না দিতে পেরে ঘুম হারাম হয়ে গেলো,25,1,Happy,Nonbullying
হাসতে হাসতে শেষ,16,1,Happy,Nonbullying
অমানবিকতা ধুর জিহ্বা আটকে যায়,32,1,Normal_comment,Neutral
আমার মনটা ভালো হয়ে গেল,9,1,Happy,Nonbullying
জব্বর হাসি পাইলাম,16,1,Happy,Nonbullying
ভাই অনেক অনেক ভালো লাগলো ধন্যবাদ আপনাকে। এমন আরো সুন্দর সুন্দর মজার ভিডিও আমাদেরকে উপহার দেয়ার জন্য অনুরোধ করা হলো।,3,1,Supportive,Nonbullying
যাদের মধ্যে শিক্ষা কম তারা এরকম কথা বলতে পারে,49,1,Normal_comment,Neutral
ঈদুল ফিতরের জানাজার নামাজ,32,1,Normal_comment,Neutral
শামিম ভাইয়ে খেলার দাওয়াতটা হেব্বী হইয়ে,7,1,Normal_comment,Neutral
ভালোই বাঁশ দিলেন আলহামদুলিল্লাহ,6,1,Normal_comment,Neutral
সব মিলিয়ে অসাধারণ হয়েছে,6,1,Supportive,Nonbullying
অমানবিকতার কথা যে নেতা বলেছেন উনি পশ্চিম বংগের।।,5,1,Normal_comment,Neutral
চমৎকার ভিডিও। খুব ভালো লাগলো।,2,1,Supportive,Nonbullying
সব কিছু  মিলে  দারুণ তোমার কথা,7,1,Normal_comment,Neutral
অনাবিক অনবিক অসাধারণ লাগছে,21,1,Supportive,Nonbullying
ইয়া আল্লাহ আপনি সবাইকে বোঝার তৌফিক দান করুন আমীন।ভুল  হতেই পারে এটা নিয়ে হাসি ঠাট্টা না করাই ভালো ।,14,1,Normal_comment,Neutral
এটা হয় বেশি উত্তেজনার কারণে। এই ভুল  অবশ্যই সংসদের ভিতরে হওয়া উচিত না। তবুও বলবো এমন ভুল হলে মাঝে মাঝে আনন্দ ও লাগে।,0,1,Normal_comment,Neutral
আমি   হাসতে হাসতে   শেষ,6,1,Happy,Nonbullying
অসম্ভব কে সম্ভব করতে পারে একমাত্র আল্লাহ তায়ালা,2,1,Normal_comment,Nonbullying
এক কথায় অসাধারণ হয়েছে,3,1,Supportive,Nonbullying
খুবই মজা পাইলাম,0,1,Happy,Nonbullying
অজানা কিছু তথ্য আজকের সরাসরি দেখতে পেলাম তাতে আমি অনেক খুশি,1,1,Happy,Nonbullying
সেশটা ভালোই ছিলো,0,1,Normal_comment,Neutral
ভাই লাভ ইউ,1,1,Supportive,Nonbullying
সালাম ভাই,1,1,Normal_comment,Neutral
মজা পাইলামরে ভাই,1,1,Happy,Nonbullying
মজা পাইলাম।,1,1,Happy,Nonbullying
এ যদি দেশের প্রধানমন্ত্রী  হয় দেশ এগিয়ে যাবে ইনশাআল্লাহ,239,1,Normal_comment,Nonbullying
আমার বয়স হচ্ছে 20 বছর কিন্তু এই কথা গুলা প্রথম শুনলাম মনে হয় একদম ঠিক বলছেন,290,1,Normal_comment,Neutral
এমন নেতা যদি দেশে আর কয়েকজন থাকতো।।দেশটা না জানি কত সুন্দর হতো,154,1,Normal_comment,Nonbullying
দোয়া করি আল্লাহ যেন তাকে নেক হায়াত দান করে আমিন।,180,1,Normal_comment,Nonbullying
মাশরাফির মতো এমপি গোটা বাংলাদেশে দরকার ছিলো মাশরাফি কে আল্লাহ তায়ালা যেন প্রধানমন্ত্রী হওয়ার তৌফিক দান করেন আমিন,789,1,Normal_comment,Nonbullying
মাশরাফি হচ্ছেন স্পষ্টভাষী মানুষ। আমাদের দেশের রাজনীতিতে এখন এরকম ধরনের লোক দরকার,50,1,Normal_comment,Neutral
ভীষণ ভাবে আজকের দিনে সত্য কথা। শুধু শুধু নেতাদের সুখে রাখতে নিজেদের ভবিষ্যত্ প্রজন্মকে কে দুর্দশায় ফেলে দেওয়া।,76,1,Normal_comment,Neutral
যোগ্য নেতার কথায় যোগ্যতার প্রমান মিলে তিনি দেশের আসল হিরু,68,1,Normal_comment,Nonbullying
ভালোবাসার ভাই জনগণের আস্থার ঠিকানাতরুণ প্রজন্মের অহংকার ভরসার ঠিকানা মাশরাফি বিন মুর্তজা,0,1,Supportive,Nonbullying
মাশরাফির মত নেতা বাংলাদেশে দরকার আছে।,0,1,Normal_comment,Neutral
যারা এমন নেতা পেয়েছে তারা আসলেই ধন্য,30,1,Normal_comment,Neutral
মাশরাফি বিন মুর্তাজা ভাইয়া খুব ভালো মনের মানুষ আমি সবসময় তার জন্য দোয়া করি যেনো সে সামনে দিকে এগিয়ে যেতে পারে।,103,1,Normal_comment,Nonbullying
মাশরাফি ভাই একজন মহান নেতা আল্লাহ জেনো তাকে দুই শত বছর বাচিয়ে রাখে,1,1,Normal_comment,Nonbullying
দোয়া করি মহান আল্লাহ যেন আপনাকে দীর্ঘ দিন বাচিয়ে রাখেন এবং সবসময়ই সুস্থ রাখেন,29,1,Normal_comment,Nonbullying
মাশরাফির কথা গুলো মন ছোঁয়ে গেছে,21,1,Supportive,Nonbullying
মাশরাফি ভাইয়ের কথা শুনলেই যেন আমার চোখ দিয়ে অঝোরে পানি বের হয় জানিনা কেন উনার মত একজন আমাদের গাইবান্ধা ঘাগোয়া  ইউনিয়নে একজন চেয়ারম্যান আছে  ঠিক মাশরাফি ভাইয়ের মত,56,1,Normal_comment,Neutral
আলহামদুলিল্লাহ অসাধারণ একজন মানুষ,0,1,Normal_comment,Nonbullying
মাঠের আদর্শ নেতা দেশের ও আদর্শ নেতা।।সত্য আর ন্যায় কথা বলার মত একজন দেশ নেতা,5,1,Normal_comment,Nonbullying
সকল নেতাই যদি এমন হতো আগামীতে প্রধানমন্ত্রী পদে এমন নেতাই চাই।,0,1,Normal_comment,Neutral
সাবাস মাশরাফি। তুমি আল্লাহর উপর ভরসা করে এগিয়ে যাও। আল্লাহতাআলার সাহায্য তোমার সাথে থাকবে। তবে মনে রাখবে কোন অহংকার যেন মনে না আসে।,0,1,Normal_comment,Nonbullying
বাংলাদেশের প্রত্যেক থানায় এমন এমপির দরকার,157,1,Normal_comment,Neutral
আমি একজন শিক্ষক কুড়িগ্রাম থেকে বলছি। এমন নেতার  দরকার।,2,1,Normal_comment,Neutral
মাশরাফি ভাইয়ের মতো নেতা যদি বাংলাদেশের সব জেলায় থাকতো তাহলে আজ আমাদের দেশের অবস্থা শ্রিলঙ্কার মতো হতো না।,2,1,Normal_comment,Neutral
মাসরাফির মতো নেতা আমাদের দেশে হওয়া উচিত,3,1,Normal_comment,Neutral
মাশরাফি ভাইয়ের মত এমপি সারা বাংলাদেশে দরকার,0,1,Normal_comment,Neutral
সাব্বাশ ওস্তাদ! বাংলাদেশ তোমাকেই চায় ইমরানের মত,0,1,Supportive,Nonbullying
মাশরাফির ভাই কে আল্লাহ  রহমত করুন,0,1,Normal_comment,Nonbullying
কোন দেশে যেনো এক টাকার মূল্যের মানুষটাকেওপ্রধানমন্ত্রী হওয়ার সুযোগ দেওয়া হয়,0,1,Normal_comment,Neutral
একটা নেতা এমন হওয়া দরকার। মাশরাফি ভাই নেতা হওয়ার যোগ্যতা রাখে,12,1,Normal_comment,Nonbullying
মাশরাফি ভাই সব সময় বস ছিলেন এখনো আছেনসেলুট বসএমন নেতা দরকার প্রতিটি জেলায় দোয়া প ভালোবাসা রইলো,6,1,Normal_comment,Neutral
বস ত বস ই সারা জীবন এমন ভাবে ভালোবাসা থাকবে মারসাফি  ভাই লাভ ইউ,0,1,Supportive,Nonbullying
খুব ভালো ভালো লাগছে খুব ভালো লাগছে দোয়া করি আল্লাহুর কাছে বস্ আপনাকে যেনো নেক হায়াত দান করেন আর আপনাকে যেনো বাংলাদেশের প্রধানমন্রি হয়ার তৌফিক দান করেন,0,1,Normal_comment,Nonbullying
আল্লাহ্ যেন ওনাকে প্রধানমন্ত্রী  করে আমিন,4,1,Normal_comment,Nonbullying
খুব সুন্দর কথা বলেছেন মাশরাফি।,8,1,Normal_comment,Neutral
মন থেকে ধন্যবাদ যানাই সত্য কথা গুলো বলার জন্য এমন নেতা চোখে পড়েনা ভাই,1,1,Normal_comment,Neutral
সাবাস ভাই বক্তব্য অনেক সুন্দর হইছে,0,1,Normal_comment,Nonbullying
এর উপরে আর কোন কথা হতে পারে না। আলহাম্দল্লিল্লাহ,0,1,Normal_comment,Nonbullying
